Model Outputs
100
,,HJX:CentreOfMass,,,HJX:CentreOfMassFloor,,,HJX:HED,,,,,,,,,HJX:LAbsAnkleAngle,,,HJX:LAnkleAngles,,,HJX:LCL,,,,,,,,,HJX:LElbowAngles,,,HJX:LFE,,,,,,,,,HJX:LFO,,,,,,,,,HJX:LFootProgressAngles,,,HJX:LHN,,,,,,,,,HJX:LHU,,,,,,,,,HJX:LHeadAngles,,,HJX:LHipAngles,,,HJX:LKneeAngles,,,HJX:LNeckAngles,,,HJX:LPelvisAngles,,,HJX:LRA,,,,,,,,,HJX:LShoulderAngles,,,HJX:LSpineAngles,,,HJX:LTI,,,,,,,,,HJX:LTO,,,,,,,,,HJX:LThoraxAngles,,,HJX:LWristAngles,,,HJX:PEL,,,,,,,,,HJX:RAbsAnkleAngle,,,HJX:RAnkleAngles,,,HJX:RCL,,,,,,,,,HJX:RElbowAngles,,,HJX:RFE,,,,,,,,,HJX:RFO,,,,,,,,,HJX:RFootProgressAngles,,,HJX:RHN,,,,,,,,,HJX:RHU,,,,,,,,,HJX:RHeadAngles,,,HJX:RHipAngles,,,HJX:RKneeAngles,,,HJX:RNeckAngles,,,HJX:RPelvisAngles,,,HJX:RRA,,,,,,,,,HJX:RShoulderAngles,,,HJX:RSpineAngles,,,HJX:RTI,,,,,,,,,HJX:RTO,,,,,,,,,HJX:RThoraxAngles,,,HJX:RWristAngles,,,HJX:TRX,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
10,0,0,0,0,0,0,0,27.3503,-20.3116,86.8965,200.899,894.491,1574.68,201.728,201.727,201.728,-2.96844,0,0,-3.9216,-3.35315,40.782,68.2733,89.8214,86.3121,42.1713,923.094,1459.39,180.339,180.339,180.339,17.9838,-3.13086e-015,4.6118e-014,4.51768,19.6176,84.809,63.6874,934.045,502.925,548.182,548.182,548.182,60.0136,-62.4289,84.1805,46.4401,1044.67,83.2544,258.305,258.305,258.305,-77.0836,7.97643,-4.55509,3.35803,-45.8732,117.975,17.3386,1165.49,748.794,205.922,205.922,205.922,24.0605,-21.4896,187.987,-44.2717,986.649,1154.53,323.19,323.19,323.19,30.5458,4.09673,1.87714,-7.74013,-14.517,-0.164598,-0.526578,17.6383,-48.6326,-27.9064,-7.41434,3.39008,2.443,0.896827,3.2907,-5.54448,-23.7181,187.007,-34.4106,1050.14,911.336,233.928,233.928,233.928,7.83244,19.0553,75.2513,-5.24879,3.52095,-0.0879468,-6.87653,10.703,135.241,75.278,871.817,142.371,366.067,366.067,366.067,60.0136,-62.429,84.1806,39.6021,1128.33,64.0691,86.1016,86.1017,86.1017,-2.59585,-2.91624,3.12831,16.2362,17.7525,66.6135,-1.27931,2.56691,86.674,220.51,1019.35,1023.22,14.6704,14.6704,14.6705,-4.49158,0,0,-5.4529,-3.05088,34.5023,-83.7813,-58.0923,38.3324,357.428,909.926,1464.28,174.899,174.899,174.899,36.6303,0,3.59085e-012,-15.8012,-6.93393,73.486,360.291,944.569,496.413,548.173,548.173,548.173,66.6695,-49.1016,74.4056,339.619,1051.56,87.0268,251.256,251.256,251.256,-75.6477,7.27807,7.75512,36.2827,-15.5879,31.7802,498.957,1102.5,779.494,147.705,147.705,147.705,7.05516,-19.7916,-66.1979,474.305,881.153,1130.82,354.52,354.52,354.52,30.5458,-4.09673,-1.87714,-4.73461,-15.1726,-13.6826,6.68141,14.388,-8.93037,-27.9064,7.41434,-3.39008,2.443,-0.896827,-3.2907,27.4066,12.6563,-60.4215,488.105,1010.27,894.346,250.893,250.893,250.893,-6.20718,16.8375,27.7749,-5.24879,-3.52095,0.0879468,-8.06881,7.06833,62.6977,349.672,882.989,149.043,352.946,352.946,352.946,66.6695,-49.1015,74.4056,328.318,1131.96,66.4559,83.7521,83.7521,83.7522,-2.59585,2.91624,-3.12831,8.22688,6.04164,95.3919,130.614,123.528,6.12335,206.487,993.717,1436.26,177.619,177.619,177.619
11,0,0,0,0,0,0,0,27.3348,-20.3169,86.8548,200.884,894.534,1574.69,201.728,201.728,201.728,-2.96449,0,0,-3.91586,-3.35237,40.7736,68.2819,89.7989,86.3007,42.1734,923.218,1459.41,180.333,180.333,180.333,17.9897,-3.03147e-015,-2.70347e-013,4.51946,19.6184,84.8119,63.693,934.053,502.919,548.185,548.185,548.185,60.0158,-62.4275,84.1744,46.4472,1044.67,83.2609,258.305,258.305,258.305,-77.0854,7.97081,-4.55348,3.35597,-45.8738,117.919,17.4769,1165.69,748.857,205.927,205.927,205.927,24.0559,-21.4979,187.943,-44.2537,986.849,1154.57,323.187,323.187,323.187,30.5432,4.07341,1.91449,-7.74188,-14.5174,-0.184518,-0.522896,17.6395,-48.6183,-27.8984,-7.41311,3.36504,2.44531,0.895571,3.30696,-5.55199,-23.7152,186.963,-34.3453,1050.35,911.386,233.923,233.923,233.923,7.8396,19.0582,75.274,-5.2528,3.51961,-0.0914244,-6.87807,10.7048,135.23,75.2819,871.811,142.371,366.064,366.064,366.064,60.0157,-62.4275,84.1744,39.6116,1128.33,64.078,86.1017,86.1017,86.1017,-2.59631,-2.91811,3.14779,16.2332,17.7601,66.6274,-1.28254,2.5675,86.6577,220.528,1019.35,1023.21,14.6704,14.6704,14.6704,-4.49482,0,0,-5.4579,-3.0523,34.5184,-83.7862,-58.0704,38.3177,357.423,909.921,1464.31,174.898,174.898,174.898,36.6307,3.57812e-015,-2.48719e-012,-15.8009,-6.93426,73.4595,360.298,944.539,496.414,548.169,548.169,548.169,66.6714,-49.0989,74.401,339.627,1051.56,87.0256,251.256,251.256,251.256,-75.6485,7.28314,7.75477,36.2838,-15.5984,31.782,498.972,1102.53,779.533,147.705,147.705,147.705,7.05665,-19.788,-66.21,474.282,881.155,1130.84,354.52,354.52,354.52,30.5432,-4.07341,-1.91449,-4.73135,-15.1717,-13.6928,6.68066,14.3861,-8.92118,-27.8984,7.41311,-3.36504,2.44531,-0.895571,-3.30696,27.4121,12.6587,-60.4326,488.099,1010.29,894.378,250.894,250.894,250.894,-6.20123,16.8347,27.7814,-5.2528,-3.51961,0.0914244,-8.06599,7.06467,62.6811,349.68,882.984,149.04,352.945,352.945,352.945,66.6714,-49.0989,74.401,328.326,1131.95,66.4558,83.7521,83.7521,83.7522,-2.59631,2.91811,-3.14779,8.22521,6.04385,95.4071,130.635,123.505,6.12604,206.513,993.775,1436.3,177.615,177.615,177.615
12,0,0,0,0,0,0,0,27.3176,-20.3211,86.814,200.869,894.576,1574.7,201.728,201.728,201.728,-2.96041,0,0,-3.90991,-3.35151,40.7642,68.2906,89.7765,86.2884,42.1748,923.342,1459.44,180.327,180.327,180.327,17.9963,1.44119e-015,-4.29375e-014,4.52097,19.6191,84.8133,63.6973,934.061,502.914,548.188,548.188,548.188,60.0181,-62.4259,84.168,46.4538,1044.67,83.2679,258.305,258.305,258.305,-77.0872,7.96503,-4.5519,3.35227,-45.8755,117.865,17.626,1165.89,748.918,205.93,205.93,205.93,24.0499,-21.5049,187.902,-44.232,987.045,1154.6,323.186,323.186,323.186,30.5388,4.04988,1.95119,-7.74358,-14.5179,-0.202817,-0.519596,17.6408,-48.6046,-27.8891,-7.41145,3.34015,2.44756,0.894268,3.32304,-5.5621,-23.7116,186.92,-34.2704,1050.55,911.431,233.918,233.918,233.918,7.84634,19.0602,75.2954,-5.25623,3.51835,-0.0948358,-6.87981,10.7065,135.219,75.2854,871.805,142.372,366.061,366.061,366.061,60.0181,-62.426,84.1681,39.6205,1128.32,64.0877,86.1017,86.1017,86.1018,-2.59627,-2.92006,3.16705,16.2301,17.7679,66.6403,-1.28538,2.56783,86.6416,220.544,1019.35,1023.21,14.6704,14.6704,14.6705,-4.49819,0,0,-5.46305,-3.05371,34.5345,-83.7915,-58.0494,38.3035,357.417,909.918,1464.33,174.897,174.897,174.897,36.6318,-3.97569e-016,-2.13733e-012,-15.8004,-6.93495,73.4302,360.304,944.509,496.415,548.165,548.165,548.165,66.6734,-49.0964,74.3967,339.633,1051.55,87.0246,251.256,251.256,251.256,-75.6494,7.288,7.7546,36.2851,-15.6084,31.7815,498.988,1102.55,779.576,147.701,147.701,147.701,7.05717,-19.7851,-66.2233,474.259,881.15,1130.86,354.517,354.517,354.517,30.5388,-4.04988,-1.95119,-4.72817,-15.1707,-13.7059,6.68032,14.3837,-8.90895,-27.8891,7.41145,-3.34015,2.44756,-0.894268,-3.32304,27.4174,12.6608,-60.4449,488.094,1010.3,894.409,250.897,250.897,250.897,-6.19614,16.8318,27.7866,-5.25623,-3.51835,0.0948358,-8.06307,7.06066,62.6649,349.688,882.981,149.038,352.943,352.943,352.943,66.6734,-49.0964,74.3967,328.332,1131.95,66.4561,83.7521,83.7521,83.752,-2.59627,2.92006,-3.16705,8.224,6.04612,95.4211,130.655,123.483,6.12824,206.539,993.831,1436.35,177.612,177.612,177.612
13,0,0,0,0,0,0,0,27.2988,-20.3243,86.774,200.852,894.618,1574.71,201.728,201.728,201.728,-2.95635,0,0,-3.90397,-3.35058,40.754,68.2991,89.754,86.2753,42.1757,923.466,1459.46,180.32,180.32,180.32,18.0034,1.98785e-015,-4.69132e-013,4.52216,19.6196,84.8131,63.7006,934.069,502.909,548.19,548.19,548.19,60.0205,-62.4244,84.1618,46.4598,1044.66,83.2752,258.305,258.305,258.305,-77.089,7.95922,-4.55035,3.34755,-45.8778,117.814,17.7846,1166.07,748.975,205.93,205.931,205.93,24.0427,-21.5107,187.862,-44.2068,987.235,1154.64,323.185,323.185,323.185,30.5327,4.02615,1.98718,-7.74522,-14.5184,-0.219087,-0.516818,17.642,-48.5918,-27.8787,-7.40937,3.31547,2.44973,0.892945,3.33875,-5.57459,-23.7072,186.879,-34.1864,1050.74,911.471,233.914,233.914,233.914,7.85261,19.0615,75.3155,-5.25914,3.5172,-0.0983632,-6.88169,10.708,135.207,75.2884,871.799,142.372,366.058,366.059,366.059,60.0205,-62.4245,84.1618,39.6289,1128.32,64.0975,86.1017,86.1017,86.1017,-2.59581,-2.92209,3.18608,16.2267,17.776,66.6531,-1.2886,2.56826,86.6261,220.558,1019.35,1023.2,14.6704,14.6704,14.6705,-4.50168,0,0,-5.46827,-3.05505,34.5498,-83.7971,-58.0289,38.2899,357.412,909.915,1464.36,174.895,174.895,174.895,36.6335,-2.78299e-015,1.06549e-012,-15.7996,-6.93593,73.3985,360.307,944.478,496.415,548.163,548.163,548.163,66.6754,-49.0941,74.3927,339.639,1051.55,87.024,251.256,251.256,251.256,-75.6504,7.29251,7.75452,36.2868,-15.6179,31.7788,499.006,1102.57,779.619,147.697,147.696,147.697,7.0568,-19.783,-66.2377,474.234,881.139,1130.89,354.513,354.513,354.513,30.5327,-4.02615,-1.98718,-4.72519,-15.1697,-13.7219,6.68029,14.3809,-8.89334,-27.8787,7.40937,-3.31547,2.44973,-0.892945,-3.33875,27.4225,12.6626,-60.4583,488.09,1010.31,894.44,250.902,250.902,250.902,-6.19197,16.8288,27.7904,-5.25914,-3.5172,0.0983632,-8.06002,7.05638,62.6495,349.694,882.978,149.035,352.941,352.941,352.941,66.6755,-49.0941,74.3927,328.338,1131.95,66.4569,83.7521,83.7521,83.7522,-2.59581,2.92209,-3.18608,8.22355,6.04823,95.4338,130.675,123.46,6.13,206.565,993.885,1436.39,177.608,177.607,177.608
14,0,0,0,0,0,0,0,27.2787,-20.3269,86.7347,200.835,894.659,1574.72,201.728,201.728,201.728,-2.95249,0,0,-3.89823,-3.34958,40.7432,68.3071,89.7318,86.2618,42.1761,923.589,1459.49,180.313,180.313,180.313,18.0109,-1.04362e-015,-2.09917e-013,4.52295,19.6201,84.8113,63.703,934.076,502.905,548.192,548.192,548.192,60.0227,-62.4229,84.1556,46.4652,1044.66,83.2824,258.305,258.305,258.305,-77.0907,7.95354,-4.54882,3.34242,-45.8807,117.764,17.9511,1166.25,749.027,205.931,205.931,205.931,24.0342,-21.5153,187.824,-44.1779,987.419,1154.66,323.185,323.185,323.185,30.5252,4.00219,2.02243,-7.74686,-14.5187,-0.233221,-0.514688,17.6432,-48.5802,-27.8674,-7.40686,3.29102,2.45179,0.891685,3.35403,-5.5891,-23.702,186.839,-34.0941,1050.92,911.505,233.91,233.91,233.91,7.85849,19.0619,75.3346,-5.26152,3.51631,-0.102068,-6.88363,10.7094,135.194,75.2908,871.793,142.373,366.056,366.056,366.056,60.0228,-62.4229,84.1555,39.6366,1128.32,64.1072,86.1017,86.1017,86.1016,-2.59492,-2.92426,3.20486,16.2228,17.7844,66.666,-1.29148,2.56847,86.6107,220.571,1019.35,1023.2,14.6705,14.6704,14.6704,-4.50519,0,0,-5.4735,-3.05628,34.5638,-83.8031,-58.009,38.2769,357.406,909.913,1464.39,174.893,174.893,174.893,36.6357,-3.97569e-016,-2.88476e-012,-15.7986,-6.93713,73.3642,360.308,944.447,496.415,548.161,548.161,548.161,66.6775,-49.0922,74.389,339.643,1051.55,87.0238,251.256,251.256,251.256,-75.6515,7.2966,7.75444,36.2889,-15.6262,31.7742,499.024,1102.57,779.661,147.692,147.692,147.692,7.05565,-19.7815,-66.253,474.21,881.121,1130.92,354.507,354.507,354.507,30.5252,-4.00219,-2.02243,-4.7225,-15.1686,-13.7408,6.68052,14.3776,-8.87398,-27.8674,7.40686,-3.29102,2.45179,-0.891685,-3.35403,27.4274,12.6641,-60.4728,488.087,1010.31,894.47,250.909,250.909,250.909,-6.18859,16.8259,27.7932,-5.26152,-3.51631,0.102068,-8.05682,7.0519,62.6355,349.7,882.976,149.033,352.938,352.938,352.938,66.6775,-49.0922,74.389,328.343,1131.95,66.4582,83.7521,83.7521,83.7521,-2.59492,2.92426,-3.20486,8.22397,6.04966,95.4451,130.694,123.438,6.13155,206.59,993.939,1436.43,177.603,177.603,177.603
15,0,0,0,0,0,0,0,27.2577,-20.3291,86.6963,200.816,894.701,1574.73,201.728,201.728,201.728,-2.94889,0,0,-3.89281,-3.34854,40.7318,68.3147,89.7097,86.2482,42.1762,923.712,1459.51,180.307,180.307,180.307,18.0186,3.47873e-016,-5.32743e-013,4.52333,19.6205,84.8078,63.7046,934.084,502.902,548.194,548.194,548.194,60.0249,-62.4213,84.1497,46.47,1044.66,83.2893,258.305,258.305,258.305,-77.0923,7.94807,-4.54736,3.33722,-45.8834,117.715,18.1244,1166.42,749.074,205.932,205.932,205.932,24.0246,-21.5187,187.787,-44.1454,987.599,1154.69,323.185,323.185,323.185,30.5168,3.97812,2.05693,-7.74848,-14.5189,-0.245099,-0.513263,17.6443,-48.57,-27.8556,-7.40404,3.26689,2.45375,0.890543,3.36876,-5.60532,-23.6961,186.801,-33.9943,1051.1,911.534,233.906,233.906,233.906,7.86397,19.0617,75.3528,-5.26347,3.51573,-0.106066,-6.8856,10.7105,135.181,75.2928,871.787,142.374,366.054,366.054,366.054,60.0249,-62.4213,84.1497,39.6435,1128.32,64.1164,86.1017,86.1017,86.1016,-2.5937,-2.92657,3.22339,16.2184,17.793,66.6797,-1.29416,2.56901,86.5961,220.581,1019.36,1023.19,14.6704,14.6704,14.6704,-4.50875,0,0,-5.47866,-3.05737,34.5762,-83.8094,-57.9894,38.2641,357.401,909.912,1464.41,174.891,174.891,174.891,36.6382,2.78299e-015,-3.61629e-012,-15.7975,-6.9385,73.3278,360.307,944.415,496.414,548.161,548.161,548.161,66.6794,-49.0908,74.3856,339.648,1051.55,87.024,251.256,251.256,251.256,-75.6528,7.3002,7.7543,36.2912,-15.6327,31.7679,499.042,1102.57,779.698,147.691,147.691,147.691,7.05387,-19.7808,-66.269,474.186,881.099,1130.94,354.5,354.5,354.5,30.5168,-3.97812,-2.05693,-4.72018,-15.1676,-13.7626,6.68095,14.3739,-8.85086,-27.8556,7.40404,-3.26689,2.45375,-0.890543,-3.36876,27.4321,12.665,-60.4878,488.088,1010.31,894.498,250.918,250.918,250.918,-6.1859,16.823,27.7951,-5.26347,-3.51573,0.106066,-8.05351,7.0473,62.623,349.706,882.974,149.03,352.934,352.934,352.934,66.6794,-49.0908,74.3856,328.348,1131.95,66.4602,83.7521,83.7521,83.7521,-2.5937,2.92657,-3.22339,8.22535,6.04977,95.4549,130.713,123.415,6.13278,206.615,993.993,1436.46,177.599,177.599,177.599
16,0,0,0,0,0,0,0,27.236,-20.3312,86.6587,200.796,894.744,1574.74,201.728,201.728,201.728,-2.94564,0,0,-3.88784,-3.34748,40.7202,68.3216,89.688,86.2346,42.176,923.834,1459.52,180.3,180.3,180.3,18.0263,2.98177e-015,-4.24604e-013,4.52324,19.621,84.8027,63.7054,934.091,502.899,548.195,548.195,548.195,60.0268,-62.4198,84.1442,46.4741,1044.65,83.2958,258.305,258.305,258.305,-77.0937,7.94292,-4.54595,3.33211,-45.8856,117.666,18.303,1166.58,749.113,205.933,205.933,205.933,24.0139,-21.5211,187.752,-44.1094,987.774,1154.7,323.187,323.187,323.187,30.5077,3.95391,2.09064,-7.75018,-14.5189,-0.254645,-0.512643,17.6453,-48.5614,-27.8435,-7.40088,3.24311,2.45557,0.88955,3.38285,-5.62286,-23.6894,186.764,-33.8881,1051.27,911.557,233.902,233.902,233.902,7.86908,19.0609,75.3703,-5.26496,3.51551,-0.110441,-6.88756,10.7113,135.167,75.2942,871.783,142.375,366.052,366.052,366.052,60.0268,-62.4198,84.1442,39.6498,1128.32,64.1248,86.1017,86.1017,86.1017,-2.59216,-2.92906,3.24166,16.2133,17.8014,66.6945,-1.29667,2.56912,86.5818,220.589,1019.36,1023.19,14.6703,14.6704,14.6705,-4.51225,0,0,-5.48366,-3.05831,34.5869,-83.8159,-57.9699,38.2517,357.395,909.912,1464.44,174.889,174.89,174.889,36.6407,7.95139e-016,-5.725e-013,-15.7964,-6.94,73.2894,360.305,944.381,496.413,548.161,548.161,548.161,66.6812,-49.0899,74.3824,339.652,1051.55,87.0249,251.256,251.256,251.256,-75.6541,7.30332,7.75399,36.293,-15.6368,31.7603,499.061,1102.57,779.728,147.692,147.692,147.692,7.05154,-19.7807,-66.2852,474.163,881.073,1130.97,354.493,354.493,354.493,30.5077,-3.95391,-2.09064,-4.71833,-15.1667,-13.7871,6.6816,14.37,-8.82412,-27.8435,7.40088,-3.24311,2.45557,-0.88955,-3.38285,27.4363,12.6652,-60.5033,488.092,1010.29,894.524,250.927,250.927,250.927,-6.18382,16.8202,27.7965,-5.26496,-3.51551,0.110441,-8.05007,7.04267,62.6122,349.71,882.973,149.028,352.93,352.93,352.93,66.6812,-49.0898,74.3825,328.352,1131.95,66.463,83.7521,83.7521,83.7521,-2.59216,2.92906,-3.24166,8.22727,6.0478,95.4629,130.731,123.393,6.13393,206.639,994.047,1436.5,177.595,177.595,177.595
17,0,0,0,0,0,0,0,27.2137,-20.3333,86.6219,200.775,894.788,1574.75,201.728,201.728,201.728,-2.94272,0,0,-3.8833,-3.34642,40.7086,68.3276,89.6668,86.2215,42.1756,923.955,1459.54,180.295,180.295,180.295,18.0338,2.43511e-015,5.34333e-013,4.52271,19.6214,84.7961,63.7054,934.097,502.896,548.196,548.196,548.196,60.0285,-62.4183,84.1391,46.4777,1044.65,83.3018,258.305,258.305,258.305,-77.0949,7.93814,-4.54462,3.32705,-45.8866,117.617,18.4858,1166.73,749.144,205.936,205.936,205.936,24.0021,-21.5224,187.718,-44.0701,987.944,1154.72,323.189,323.189,323.189,30.4983,3.92953,2.12354,-7.75194,-14.5188,-0.26187,-0.512816,17.6462,-48.5546,-27.8315,-7.39737,3.21971,2.45723,0.888749,3.39616,-5.64129,-23.682,186.728,-33.7765,1051.43,911.575,233.898,233.898,233.898,7.87391,19.0595,75.3874,-5.26599,3.51572,-0.115329,-6.88947,10.712,135.154,75.2951,871.778,142.376,366.05,366.05,366.05,60.0285,-62.4183,84.139,39.6554,1128.31,64.1326,86.1017,86.1017,86.1016,-2.59031,-2.93173,3.25967,16.2076,17.8094,66.7103,-1.29883,2.56957,86.5686,220.596,1019.36,1023.19,14.6705,14.6704,14.6705,-4.51574,0,0,-5.48845,-3.05908,34.5957,-83.8226,-57.9504,38.2392,357.389,909.914,1464.46,174.888,174.888,174.888,36.6429,7.95139e-016,9.44625e-013,-15.7952,-6.94165,73.2491,360.301,944.347,496.411,548.162,548.162,548.162,66.6828,-49.0895,74.3796,339.656,1051.55,87.0264,251.256,251.256,251.256,-75.6556,7.30596,7.7535,36.2936,-15.6382,31.7516,499.079,1102.56,779.75,147.696,147.696,147.696,7.04883,-19.7814,-66.3013,474.142,881.044,1131,354.486,354.487,354.487,30.4983,-3.92953,-2.12354,-4.71701,-15.166,-13.8143,6.68251,14.3659,-8.7938,-27.8315,7.39737,-3.21971,2.45723,-0.888749,-3.39616,27.4399,12.6645,-60.5188,488.1,1010.28,894.546,250.937,250.937,250.937,-6.18217,16.8175,27.7977,-5.26599,-3.51572,0.115329,-8.04655,7.03808,62.6031,349.713,882.971,149.026,352.924,352.924,352.924,66.6828,-49.0895,74.3796,328.357,1131.95,66.4665,83.7521,83.7521,83.7522,-2.59031,2.93173,-3.25967,8.22935,6.04368,95.4688,130.748,123.371,6.13494,206.663,994.103,1436.53,177.591,177.591,177.591
18,0,0,0,0,0,0,0,27.1913,-20.3358,86.5859,200.752,894.834,1574.76,201.728,201.728,201.728,-2.94003,0,0,-3.87908,-3.34538,40.6972,68.3327,89.6465,86.2089,42.175,924.076,1459.55,180.29,180.29,180.29,18.0409,1.09332e-015,7.02903e-013,4.52177,19.622,84.7882,63.7045,934.103,502.894,548.197,548.197,548.197,60.0301,-62.4169,84.1343,46.4806,1044.65,83.3075,258.305,258.305,258.305,-77.0961,7.93368,-4.5434,3.322,-45.8859,117.568,18.672,1166.88,749.166,205.94,205.94,205.94,23.9893,-21.5227,187.684,-44.0276,988.111,1154.72,323.191,323.191,323.191,30.4888,3.90504,2.15559,-7.75381,-14.5184,-0.266925,-0.513764,17.6471,-48.5495,-27.8199,-7.39353,3.19675,2.45873,0.888161,3.40866,-5.66018,-23.6737,186.693,-33.6609,1051.59,911.588,233.893,233.893,233.893,7.87848,19.0575,75.4042,-5.26661,3.51639,-0.120728,-6.89136,10.7125,135.141,75.2956,871.775,142.378,366.048,366.048,366.048,60.0301,-62.4169,84.1342,39.6601,1128.31,64.1399,86.1017,86.1017,86.1016,-2.5882,-2.93458,3.27737,16.2013,17.8166,66.7274,-1.30065,2.56992,86.5561,220.602,1019.37,1023.19,14.6705,14.6704,14.6705,-4.51907,0,0,-5.49298,-3.05972,34.603,-83.8296,-57.9306,38.2266,357.382,909.917,1464.48,174.887,174.888,174.888,36.6445,3.97569e-016,3.31732e-012,-15.794,-6.94345,73.207,360.297,944.313,496.409,548.164,548.164,548.164,66.6842,-49.0895,74.3769,339.66,1051.55,87.0283,251.256,251.256,251.256,-75.6571,7.30822,7.75279,36.292,-15.6375,31.7414,499.1,1102.53,779.762,147.702,147.701,147.702,7.04565,-19.7828,-66.3171,474.123,881.013,1131.02,354.481,354.481,354.481,30.4888,-3.90504,-2.15559,-4.71621,-15.1654,-13.8442,6.6838,14.3616,-8.76027,-27.8199,7.39353,-3.19675,2.45873,-0.888161,-3.40866,27.4426,12.6626,-60.5342,488.113,1010.25,894.565,250.946,250.946,250.946,-6.18096,16.8151,27.7991,-5.26661,-3.51639,0.120728,-8.04303,7.03363,62.5953,349.716,882.969,149.024,352.919,352.919,352.919,66.6841,-49.0895,74.3769,328.362,1131.95,66.4706,83.7521,83.7521,83.7521,-2.5882,2.93458,-3.27737,8.23052,6.03782,95.4723,130.765,123.348,6.13583,206.686,994.162,1436.56,177.589,177.589,177.589
19,0,0,0,0,0,0,0,27.1689,-20.3386,86.5506,200.728,894.882,1574.77,201.727,201.728,201.727,-2.9376,0,0,-3.87523,-3.34439,40.6864,68.3367,89.6272,86.1972,42.1742,924.196,1459.56,180.286,180.286,180.286,18.0475,2.23633e-015,5.10479e-013,4.52045,19.6226,84.7793,63.7028,934.109,502.893,548.198,548.198,548.198,60.0316,-62.4157,84.13,46.4828,1044.65,83.3128,258.305,258.305,258.305,-77.0971,7.92965,-4.54229,3.31669,-45.8831,117.519,18.8605,1167.01,749.178,205.946,205.947,205.946,23.9755,-21.5221,187.651,-43.9823,988.273,1154.73,323.194,323.194,323.194,30.4795,3.88046,2.1868,-7.75574,-14.5179,-0.269969,-0.515415,17.648,-48.5464,-27.8088,-7.38939,3.17419,2.4601,0.887796,3.42022,-5.67911,-23.6644,186.658,-33.5423,1051.74,911.597,233.888,233.888,233.888,7.88287,19.055,75.4212,-5.26678,3.51751,-0.126722,-6.89319,10.7128,135.129,75.2957,871.772,142.379,366.047,366.047,366.047,60.0316,-62.4157,84.1299,39.664,1128.31,64.1468,86.1017,86.1017,86.1016,-2.58577,-2.93761,3.29475,16.1945,17.8227,66.7455,-1.3023,2.57029,86.5444,220.606,1019.37,1023.18,14.6703,14.6704,14.6704,-4.52216,0,0,-5.49716,-3.06028,34.6093,-83.8369,-57.9104,38.2139,357.375,909.923,1464.5,174.888,174.888,174.888,36.6454,2.78299e-015,-9.44625e-013,-15.7928,-6.9455,73.1631,360.292,944.28,496.406,548.167,548.167,548.167,66.6854,-49.0899,74.3742,339.664,1051.55,87.0307,251.256,251.256,251.256,-75.6587,7.31021,7.7519,36.2876,-15.6357,31.7297,499.126,1102.49,779.766,147.707,147.707,147.707,7.04207,-19.7848,-66.3323,474.106,880.98,1131.05,354.476,354.476,354.476,30.4795,-3.88046,-2.1868,-4.71587,-15.1651,-13.8769,6.68573,14.3571,-8.724,-27.8088,7.38939,-3.17419,2.4601,-0.887796,-3.42022,27.4444,12.6595,-60.5493,488.129,1010.22,894.58,250.953,250.953,250.953,-6.18015,16.8128,27.8007,-5.26678,-3.51751,0.126722,-8.03965,7.0294,62.5883,349.717,882.966,149.022,352.913,352.913,352.913,66.6854,-49.0899,74.3742,328.367,1131.95,66.4751,83.7521,83.7521,83.7521,-2.58577,2.93761,-3.29475,8.23034,6.03135,95.4734,130.782,123.326,6.13662,206.709,994.224,1436.59,177.587,177.587,177.587
